dish_id,category,dish_name
19791,Veg Starters,Veg Seekh Kabab
19792,Veg Starters,Gola Malai Soya Chaap
19793,Veg Starters,Amritsari Soya Chaap
19794,NonVeg Starters,Crispy Chicken
19795,NonVeg Starters,Tandoori Chicken
19796,NonVeg Starters,Chicken Malai Tikka
19797,NonVeg Starters,Chicken Tikka
19798,NonVeg Starters,Kali Mirch Chicken
19799,NonVeg Starters,Chilli Chicken
19800,NonVeg Starters,Chilli Chicken serves23
19801,NonVeg Starters,Fish Tikka sharing 6pcs
19802,NonVeg Starters,Butter Garlic Prawns
19803,NonVeg Starters,Salt Pepper Prawns
19804,Thali Meal Boxes,Office Thali
19805,Thali Meal Boxes,NonVeg Deluxe Thali
19806,Thali Meal Boxes,Veg Deluxe Thali
19807,Biryani,Chicken Biryani Boneless
19808,Biryani,Chicken Biryani With Bone
19809,Pasta,Alfredo Sauce
19810,Pasta,Pink Sauce Sauce
19811,Pasta,Arrabiata Sauce
19812,Chinese  Meal Box,Chilli Chicken Meal Box
19813,Chinese  Meal Box,Spicy Basil Chicken Meal Box
19814,Chinese  Meal Box,Veg Manchurian Meal Box
19815,Chinese  Meal Box,Chilli Paneer Meal Box
19816,Chinese  Meal Box,Mix Veg Hot Garlic Sauce Meal Box
19817,Breads,Gola Naan
19818,Breads,Keema Naan
19819,Breads,Amritsari Parantha
19820,Breads,Mint Paranta
19821,Breads,Green Chilli Paratha
19822,Breads,Mirchi Roti
19823,Breads,Garlic Kulcha
19824,Breads,Red chilli Paratha
19825,Continental Meal Box,Peri Peri Chicken Meal Box
19826,Continental Meal Box,Grilled Chicken Meal Box
19827,Continental Meal Box,Chicken Shashlik Meal Box
19828,Soups,Sweet Corn
19829,Soups,Manchow
19830,Soups,Tomato Basil
19831,Garlic Bread,Garlic Bread
19832,Veg Meal Box,Veg Shashlik Meal Box
19833,Veg Meal Box,Peri Peri Paneer Meal Box
19834,Veg Meal Box,Grilled Paneer Meal Box
19835,Recommended,Street Samosa Chaat
19836,Recommended,Samosa With Chole
19837,Recommended,Amritsari Aloo Pyaaz Kulcha 2PcsServe With Dal MakhniChole
19838,Recommended,Amritsari Paneer Kulcha 2 Pcs Served With Dal MakhaniChole
19839,Recommended,Soya Makhani Parantha Roll
19840,Recommended,Paneer Tikka Parantha Roll
19841,Recommended,Double Egg Parantha Roll
19842,Recommended,Butter Chicken Parantha Roll
19843,Recommended,Egg Chicken Tikka Parantha Roll
19844,Recommended,Veg Steamed Momos
19845,Recommended,Chicken Steamed Momos
19846,Recommended,Chilli Potato
19847,Biryani Bowls & Combos,Chicken Tikka Biryani Bowl
19848,Biryani Bowls & Combos,Tandoori Tangdi Biryani Bowl
19849,Biryani Bowls & Combos,Prawn Tikka Biryani Bowl
19850,Biryani Bowls & Combos,Egg Biryani Bowl
19851,Biryani Bowls & Combos,Paneer Tikka Biryani Bowl
19852,Recommended,Bonein Chicken Wings
19853,New Arrival,Smoked Chicken Guacamole
19854,New Arrival,Chipotle Crispy Chicken Tacos 3 pcs
19855,New Arrival,Birria Lamb Tacos 3 pcs
19856,New Arrival,Lotus Biscoff Cheesecake
19857,New Arrival,Mango Guacamole
19858,New Arrival,Cilantro Salsa Chicken Tacos 3 pcs
19859,New Arrival,Sriracha Prawn Tacos
19860,New Arrival,Cilantro Salsa Portabella Mushroom Tacos 3 pcs
19861,New Arrival,Blueberry Cheesecake
19862,New Arrival,Peanut Butter Pie
19863,New Arrival,Cilantro Salsa Shrimp Tacos 3 pcs
19864,Beverages,Shakes Smoothies
19865,Beverages,Mocktail
19866,Beverages,Fresh Fruit Smoothie
19867,Beverages,Fresh Fruit Juices
19868,Beverages,MojiTea
19869,Beverages,Iced Tea
19870,Beverages,Lemonade
19871,Sides,Homestyle Fries
19872,Sides,Corn On The Cob
19873,Sides,Garlic Basket
19874,Sides,Seasonal Veggies
19875,Dessert,Cheesecake
19876,Dessert,Brownie
19877,Desserts,Banoffee Pie
19878,Extras,Ketchup
19879,Recommended,Classic Coffee Food Combo
19880,Recommended,Best Seller Bundle
19881,Gift Hampers,Delightful Tea Cake and Cookie Hamper
19882,Gift Hampers,Total Treat Delight Hamper
19883,Duo Meals,2 Batata Harra Burger v Fries medium
19884,Duo Meals,2 Egg Special Burger
19885,Duo Meals,2 Fries medium
19886,Duo Meals,2 Indiana Fried Chicken Burger nv
19887,Duo Meals,2 Spicy Dynamite Burger v
19888,Duo Meals,American Special Burger nv Lemon Ice Tea regular
19889,Duo Meals,Bhuna Mediterranean Burger v Dark Frappe regular
19890,Duo Meals,Cheese Burger Onion Rings 3 Pcs
19891,Duo Meals,Chicken Strips 3 Pcs Chicken Popcorn 12 Pcs
19892,Duo Meals,Fries mediumonion Rings 12 Pcs
19893,Duo Meals,Indiana Fried Chicken Burger nv Veggie Sticks 6 Pcs
19894,Duo Meals,Rockstar Wrap onion Rings 3 Pcs
19895,Duo Meals,Veggie Sticks 6 Pcs belgium Chocolate Mousse
19896,Duo Meals,2 American Special Burger nv
19897,Duo Meals,2 Angara Punjab Burgerv
19898,Duo Meals,2 Bhuna Mediterranean Burgerv
19899,Duo Meals,2 Classic Fried Chicken Burger nv
19900,BreakfastÂ combo,Capuccino Batata Harra Burger
19901,BreakfastÂ combo,Cold Coffee Batata Harra Burger
19902,BreakfastÂ combo,Egg Burger Hot Coffee
19903,BreakfastÂ combo,Hot Coffee Bond Wrap
19904,BreakfastÂ combo,Hot Coffee Spinach Corn Burger
19905,Chicken Bucket,Chicken Popcorn
19906,Chicken Bucket,Chicken Strips 2 Pcs
19907,Chicken Bucket,Chicken Strips
19908,Chicken Bucket,Chicken Wings
19909,Chicken Bucket,Chicken Strips With Francs Hot Sauce
19910,Chicken Bucket,Chicken Wings With Francshotsauce
19911,Kids Meal,Junior Joy Box With Surprise Gift
19912,Kids Meal,Toy
19913,Kids Meal,Burger Buddies Box With Surprise Gift
19914,Kids Meal,Yummy Kiddo Combo With Surprise Gift
19915,Kids Meal,Little Fry Strips Box With Surprise Gift
19916,Special Item,2 Batata Harra Burger
19917,Special Item,2 Ginger Ale regular
19918,Special Item,2 Lemon Ice Tea regular
19919,Special Item,2 Minty Mojito regular
19920,Special Item,4 Pcs Chicken Strips
19921,Special Item,4 Pcs Chicken Wings
19922,Special Item,Batata Harra Burger Fries R Drink
19923,Special Item,Bhuna Mediterranean Fries R Drink
19924,Special Item,Bond Burger
19925,Special Item,Caramel Cold Coffee regular
19926,Special Item,Cheese Burger
19927,Special Item,Chicken Royale Burger
19928,Special Item,Crispy Chicken Burger
19929,Special Item,Crispy Periperi Burger
19930,Special Item,Egg Burger Small Fries Drink regular
19931,Special Item,Onion Rings 12 Pcs
19932,Special Item,Rock Star Burger
19933,Special Item,Spicy Veggie Burger
19934,Special Item,Spinach Corn Burger
19935,Special Item,Tandoori Wrap 129
19936,Special Item,Turkish Zesty Chicken Burger
19937,Special Item,Vanilla Cold Coffee regular
19938,Special Item,Rockstar Wrap
19939,Special Item,2 Peach Ice Tea regular
19940,Special Item,Medium Fries
19941,Special Item,Regular Fries
19942,Special Item,American Special Burger
19943,Special Item,Angara Punjab Burger
19944,Special Item,Batata Harra Burger
19945,Special Item,Bhuna Mediterranean Burger
19946,Special Item,Bhuna Mediterranean Meal
19947,Special Item,Classic Fried Chicken Burger
19948,Special Item,Crispy Dynamite Burger
19949,Special Item,Egg Special Burger
19950,Special Item,Paneer Wrap
19951,Special Item,Spicy Dynamite Burger
19952,Special Item,Classic Cold Brew regular
19953,Special Item,Dark Frappe regular
19954,Special Item,Hazelnut Cold Brew regular
19955,Special Item,Premium Hot Chocolate regular
19956,Special Item,Siracha Lime Burger
19957,Special Item,South West Cajun Burger
19958,Special Item,White British Burger
19959,Special Item,2 Medium Fries
19960,Special Item,2 Peri Peri Fries
19961,Special Item,Cappacino Medium
19962,Special Item,Cheese Fries
19963,Special Item,Chicken Popcorn 4pcs
19964,Special Item,Chocolate Shake Medium
19965,Special Item,CHOCOLATE SHAKE Regular
19966,Special Item,Forest Fruit Shake Medium
19967,Special Item,FOREST FRUIT SHAKE Regular
19968,Special Item,Indiana Fried Chicken Burger
19969,Special Item,Jalapeno Poppers 6pcs
19970,Special Item,Latte Medium
19971,Special Item,Long Black Medium
19972,Special Item,Mango Shake Medium
19973,Special Item,Ginger Ale regular
19974,Special Item,Mango Shake regular
19975,Special Item,Onion Rings 6 Pcs
19976,Special Item,Double Mocha With Chocolate regular
19977,Special Item,Hazelnut Brew medium
19978,Special Item,Turkish Caramel Latte regular
19979,Special Item,Mango Drink regular
19980,Special Item,BOND BOMBER BUREGR ORANGE CASACADE m
19981,Special Item,CHICKEN ROYALE BURGER MANGO DRINK m
19982,Special Item,MOROCCAN CHICKEN BURGER MINTY GREEN APPLE m
19983,Special Item,MUTTON ROGAN JOSH BUREGR ORANGE CASACADE m
19984,Special Item,ROCKSTAR BURGER MANGO DRINK m
19985,Special Item,SOUTH WEST CAJUN BURGER lemon ICE TEA m
19986,Special Item,SPICY PANNER BURGER MANGO DRINK m
19987,Special Item,SPINCAH CORN BURGER MINTY MOJITO m
19988,Special Item,TURKISH ZESTY CHICKEN BURGER GINGER ALE m
19989,Special Item,WHITE BRITISH BURGER GINGER ALE m
19990,Recommended,Chaat Bhalla Papdi
19991,Recommended,Raj Kachori Chaat
19992,Recommended,Tokri Chaat
19993,Recommended,Golgappa
19994,Recommended,Chocolate Gift Hamper
19995,Recommended,Pineapple Pastry
19996,Holi Specials,Gujiya Desi Ghee 1 Kg
19997,Recommended,Party Chasers Pizza 7 Inch
19998,Recommended,Farm House 7 Inch
19999,Recommended,Kings XI Punjab Fan Pizza 7 Inch
20000,Recommended,Tandoori Express Pizza 7 Inch
20001,Recommended,Donut
20002,Recommended,Chocolate Brownie
20003,Recommended,Mousse
20004,Single Topping Cheesy Pizza,Single Topping Pizza With Corn 7 Inch
20005,Single Topping Cheesy Pizza,Single Topping Pizza With Onion 7 Inch
20006,Single Topping Cheesy Pizza,Single Topping Pizza With Tomato 7 Inch
20007,Classic Pizza Regular,Farm Fresh Pizza 7 Inch
20008,Classic Pizza Regular,Margherita Pizza 7 Inch
20009,Classic Pizza Regular,Mushoni Pizza 7 Inch
20010,Classic Pizza Regular,Paneer Singh Pizza 7 Inch
20011,Premium Pizza Regular,Party Chasers Pizza 7 Inch
20012,Premium Pizza Regular,Hawaiian Pizza 7 Inch
20013,Premium Pizza Regular,Kings XI Punjab Fan Pizza 7 Inch
20014,Premium Pizza Regular,Spanish Fusion 7 Inch
20015,Premium Pizza Regular,Farm House 7 Inch
20016,Supreme Regular Pizza,American Dream Pizza 7 Inch
20017,Supreme Regular Pizza,Kings XI Punjab Fan Pizza 7 Inch
20018,Supreme Regular Pizza,Tandoori Express Pizza 7 Inch
20019,Supreme Regular Pizza,Re Union 7 Inch
20020,Match Day Combo,Tandoori Express 7 Inch Garlic Bread With Cheese Choco Lava Cake
20021,Match Day Combo,American Dream 9 Inch Garlic Bread With Cheese Choco Lava Cake
20022,Match Day Combo,Tandoori Express 12 Inch Garlic Bread With Cheese Choco Lava Cake
20023,Large Pizza ,American Dream Pizza 12 Inch
20024,Large Pizza ,Hot N Spicy Pizza 12 Inch
20025,Large Pizza ,Margherita Pizza 12 Inch
20026,Large Pizza ,Tandoori Express Pizza 12 Inch
20027,Large Pizza ,Farm House 12 Inch
20028,Large Pizza ,Paneer Tikka Pizza 12 Inch
20029,Half N Half Pizza,Half N Half Large Pizza
20030,Medium Pizza,American Dream Pizza 9 Inch
20031,Medium Pizza,Margherita Pizza 9 Inch
20032,Medium Pizza,Re Union Pizza 9 Inch
20033,Medium Pizza,Tandoori Express Pizza 9 Inch
20034,Wood Fired Neapolitan Pizza,2 Sauce Wood Fired Pizza 9 inch
20035,Wood Fired Neapolitan Pizza,Garden Veg Wood Fired Pizza 9 inch
20036,Wood Fired Neapolitan Pizza,Paneer Peri Peri Wood Fired Pizza 9 inch
20037,Wood Fired Neapolitan Pizza,Pesto Mushroom Wood Fired Pizza 9 inch
20038,Wood Fired Neapolitan Pizza,Spinach And Ricotta Wood Fired Pizza 9 inch
20039,Sides,Garlic Bread With Cheese
20040,Sides,Pink Sauce Pasta
20041,Sides,Supreme Garlic Bread
20042,Sides,Cheesy Paneer Parcel
20043,Sides,Pizza Puff
20044,Sides,Garlic Breadsticks
20045,Sides,Veg Fried Momo 4 pcs
20046,Desserts,Chocolate Muffin
20047,Desserts,Choco Mud Slab
20048,Desserts,Donut
20049,Desserts,Chocolate Brownie
20050,Desserts,Mousse
20051,Cake Jar,Blueberry Cake Jar
20052,Cakes Half Kg,Butterscotch Cake
20053,Cakes Half Kg,Pineapple Cake
20054,Cakes Half Kg,Red Velvet Cake
20055,Cakes Half Kg,Black Forest Cake Half Kg
20056,Cakes Half Kg,Milky Butterscotch Cake
20057,Cakes 1 Kg,Choco Chip Cake 1Kg
20058,Cakes 1 Kg,Pineapple Cake 1Kg
20059,Char Ka Dum,Char Ka Dum
20060,Pita Pockets New,Creamy Soya Protein Pita Pocket
20061,Mexican Burrito Bowls,Quinoa Paneer Burrito Bowl Chefs Special
20062,Mexican Burrito Bowls,Quinoa Chicken Burrito Bowl Chefs Special
20063,Fruit Pop Jars,Palak Khichdi Pop
20064,Fruit Pop Jars,Quinoa Khichdi Pop
20065,Fruit Pop Jars,Beetroot Curd Rice Pop
20066,Fruit Pop Jars,Carrot Curd Rice Pop
20067,Fruit Pop Jars,Spinach Curd Rice Pop
20068,Fruit Pop Jars,Multigrain Khichdi Pop
20069,Supergrain Khichdi Bowls,Millet Dal Khichdi
20070,Combo Meal,Sandwich Oatmeal and Kombucha Combo
20071,Recommended,Vanilla Pineapple Lunch Box Cake
20072,Brownies,Hazelnut Chocolate Brownie 1Pc
20073,Brownies,Classic Oreo Brownie 1Pc
20074,Turkish Delights,Strawberry Kunafa Cheesecake
20075,Turkish Delights,Classic Kunafa Cheesecake
20076,Match Day Combo,Pack Of Two Choco Lava Cakes
20077,Match Day Combo,Pack Of Four Choco Lava Cakes
20078,Recommended,Happy Anniversary Mom Dad Photo Cake
20079,Recommended,Its a Boy Photo Cake
20080,Recommended,Target Achiever Photo Cake
20081,Brownies & Choco Lava,Classic Oreo Brownie 1Pc
20082,Brownies & Choco Lava,White Chocolate Blondie
20083,Office Zone Cakes,Welcome To The Team Photo Cake
20084,Office Zone Cakes,Target Achiever Photo Cake
20085,Office Zone Cakes,Bon Voyage Photo Cake
20086,Value Meal Combos,Signature Combo
20087,Value Meal Combos,Classic Combo
20088,Value Meal Combos,Snacking Combo
20089,Value Meal Combos,Meal Combo
20090,Recommended,Lotus Biscoff Cheesecake
20091,Recommended,Strawberry Cheesecake
20092,Recommended,Nutella Cheesecake
20093,Teachers Day Special,Best Teacher Ever Mixed Rose Bouquet
20094,Teachers Day Special,Best Teacher Ever Yellow Rose Bouquet
20095,Teachers Day Special,My Favorite Teacher Red Rose Bouquet
20096,Teachers Day Special,Teachers Day Butterscotch Delight Cake
20097,Teachers Day Special,Teachers Day Choco Delight Cake
20098,Teachers Day Special,Teachers Day Chocolate Joy Cake
20099,Teachers Day Special,Teachers Sweet Appreciation Chocolate Cake
20100,Ganesh Chaturthi Special,Badami Kesariya Sabudana Kheer
20101,Ganesh Chaturthi Special,Exotic Fruit Custard
20102,Ganesh Chaturthi Special,Banana Blueberry Custard
20103,Ganesh Chaturthi Special,Gourmet Fruit Custard
20104,Rice Meal Bowl,Falafel Hummus Power Bowl
20105,Rice Meal Bowl,Barbecue Paneer Rice Bowl
20106,Rice Meal Bowl,Grilled Chicken Rice Bowl
20107,Rice Meal Bowl,Vegan Thai Tofu Rice Bowl
20108,Rice Meal Bowl,BBQ Chicken Rice Bowl
20109,Rice Meal Bowl,Teriyaki Chicken Rice Bowl
20110,Rain Special Hot Soups,Asian Smoked Chicken Soup
20111,Rain Special Hot Soups,Roasted Garlic Chicken Tomato Soup
20112,Rain Special Hot Soups,Basil Sundried Tomato Soup
20113,Pasta  Penne | Spaghetti,Mix Sauce Extravaganza Pasta
20114,Pasta  Penne | Spaghetti,Five Pepper Tomato Basil Pasta
20115,Pasta  Penne | Spaghetti,Hand Crushed Garlic Pesto Spaghetti
20116,Pasta  Penne | Spaghetti,Chipotle Sauteed Vegetable Pasta
20117,Pasta  Penne | Spaghetti,Creamy Pesto Chicken Penne Pasta
20118,Pasta  Penne | Spaghetti,Sundried Tomato Chipotle Olive Spaghetti
20119,Pasta  Penne | Spaghetti,One Pot BBQ Chicken Spaghetti
20120,Pasta  Penne | Spaghetti,Basil Pesto Parmesan Pasta
20121,All Day Breakfast,Cilantro Lemon Poha
20122,All Day Breakfast,Rich Protein Soya Poha
20123,All Day Breakfast,Morning Masala Macaroni
20124,All Day Breakfast,Superfood Quinoa Upma
20125,All Day Breakfast,Grilled Vegetable Couscous Upma
20126,All Day Breakfast,Ground Nuts Sabudana Khichdi
20127,Overnight Oatmeal,Apple Berry Crisp Oatmeal
20128,Overnight Oatmeal,Breakfast Fruit Pop Oatmeal
20129,Overnight Oatmeal,Overnight Oatmeal
20130,All Time Snacks,Hummus With Pita Triangles
20131,All Time Snacks,Double Cheese Bean Nachos
20132,Desserts,Fruit Chia Custard
20133,Recommended,Paneer Makhani Rice Bowl
20134,Recommended,Boneless Chicken Biryani
20135,Recommended,Paneer Makhani
20136,Recommended,Butter Chicken
20137,Recommended,Kadhai Chicken
20138,Recommended,Gulab Jamun Desi Ghee 6 Pieces
20139,Newly Launched Salad,Greek Falafel Salad
20140,Newly Launched Salad,Avocado Corn Bean Salad
20141,Newly Launched Salad,Chicken Avocado Salad
20142,Healthy Pudding,Tapioca Custard Chia Pudding
20143,Healthy Pudding,Berry Chia Tapioca Pudding
20144,Homemade Spreads,Garlic Chilli Yogurt
20145,Homemade Spreads,Homemade Caesar Yogurt
20146,Homemade Spreads,Mexican Salsa
20147,Homemade Spreads,Chipotle Yogurt
20148,Homemade Spreads,Mustard Chilli Yogurt
20149,Homemade Spreads,Thai Chilli Yogurt
20150,Recommended,Dahi
20151,Recommended,Onion Paratha
20152,Recommended,Mixed Paratha
20153,Recommended,Tadka Dal
20154,Recommended,Jeera Aloo
20155,Recommended,Rajma Rice
20156,Recommended,Tawa Roti
20157,Breakfast,Dahi
20158,Breakfast,Onion Paratha
20159,Breakfast,Gobi Paratha
20160,Breakfast,Plain Paratha
20161,Breakfast,Mixed Paratha
20162,Breakfast,Paneer Paratha
20163,Combos,Aloo Paratha Combo
20164,Combos,Plain Paratha Combo
20165,Lunch,Veg Paneer Biryani Family Pack
20166,Lunch,Kadhi
20167,Lunch,Veg Fried Rice
20168,Lunch,Tadka Dal
20169,Lunch,Rajma
20170,Lunch,Dal Makhani
20171,Lunch,Jeera Aloo
20172,Lunch,Chana Masala
20173,Lunch,Mix Veg
20174,Lunch,Dal Desi Ghee Tadka
20175,Lunch,Shahi Paneer
20176,Lunch,Paneer Butter Masala
20177,Lunch,Shahi Special Paneer With Kaju Gravy
20178,Lunch,Paneer Lababdar
20179,Lunch,Kadhai Paneer
20180,Lunch,Paneer 69
20181,Thali,Thali Express Special Thali
20182,Thali,Budget Thali 2
20183,Thali,Lala Ji Ki Special Shahi Thali
20184,Thali,Thali
20185,Thali,My Budget Thali
20186,Thali,Potato Lovers Thali Own Budget
20187,Thali,T20 Thali
20188,Meals,Rajma Rice
20189,Meals,Kadhi Rice
20190,Breads,Butter Tawa Missi Roti
20191,Breads,Desi Ghee Tawa Missi Roti
20192,Breads,Desi Ghee Tawa Roti
20193,Rice,Chana Rice
20194,Snacks,Chole With 2 Bhature
20195,Snacks,Soya Chaap Gravy
20196,Snacks,Chana Samosa 2 Pcs
20197,Snacks,Samosa 1 Pc
20198,Snacks,Bread Pakoda 1 Pc
20199,Snacks,Veg Garlic Sandwich
20200,Snacks,Cheese Masala Maggi
20201,Snacks,Matar Namak Pare Khasta 1 Kg
20202,Snacks,Salted Methi 1 Kg
20203,Snacks,Sweet Methi 1 Kg Karva Chauth Special
20204,Snacks,Chana Paneer 2 Bhature
20205,Snacks,Cheese Burger
20206,Snacks,Soya Chaap Sandwich
20207,Snacks,Chilli Paneer Sandwich
20208,Snacks,Aloo Paneer Sandwich
20209,Snacks,Achari Paneer Sandwich
20210,Snacks,Red Sauce Pasta
20211,Snacks,Soya Chaap Dry Fry
20212,Snacks,Amritsari Mix Veg Kulcha Amul Butter
20213,Snacks,Puri With Aloo Sabji
20214,Snacks,Puri With Chole
20215,Snacks,Aloo Tikki Burger
20216,Snacks,Corn Soup With Corn
20217,Snacks,Fried Momos 10 Pieces
20218,Desserts,Patisa 1 Kg
20219,Desserts,Milk Cake 1 Kg
20220,Desserts,Badami Pista 1 Kg
20221,Desserts,Kalakand 1 Kg
20222,Desserts,Khoya Burfi 1 Kg
20223,Beverages,Mix Raita
20224,Beverages,Premium Adrak Elaichi Tea
20225,Beverages,Lemon Black Tea
20226,Sweets,Boondi Lal Ladoo 500Gm
20227,Sweets,Boondi Ladoo 1Kg
20228,Sweets,Besan Burfi 1Kg
20229,Sweets,Besan Ladoo 1Kg
20230,Sweets,Motichoor Ladoo 1Kg
20231,Sweets,Patisa 1Kg
20232,Sweets,Mix Mithai 1Kg
20233,Sweets,Special Malai Khoya Burfi 1Kg
20234,Sweets,Balu Shahi
20235,Sweets,Tiranga Ladoo 1Kg
20236,Snacks,Paneer Patty
20237,Snacks,Aloo Patty
20238,Snacks,Tandoori Kathi Roll
20239,Snacks,Corn Patty
20240,Snacks,Paneer Salsa
20241,Snacks,Veg Crosso
20242,Snacks,French Hot Dog
20243,Snacks,Cheese Corn Puff
20244,Snacks,Stuffed Bazel
20245,Snacks,Lasagne
20246,Snacks,Baked Samosa
20247,Snacks,Zingy Parcel
20248,Snacks,Mexican Puff
20249,Cakes,Pineapple Cake
20250,Cakes,Rich Black Forest Cake 500 gra g xms
20251,Cakes,Choco Chip
20252,Cakes,Choco Fudge Cake
20253,Cakes,Butterscotch Cake
20254,Cakes,Red Velvet Cake
20255,Cakes,Black Forest Cake 1 kg
20256,Cakes,White Forest Cake 1 kg
20257,Pastries,Choco Fudge Pastry
20258,Pastries,Round Truffle Pastry
20259,Pastries,White Forest Pastry
20260,Recommended,Chana Rice
20261,Recommended,Chana Paneer Bhature 2pieces
20262,Recommended,Dal Makhani
20263,Recommended,Kadhai Paneer
20264,Recommended,Rajma
20265,Recommended,Mix Veg
20266,Recommended,Chana Masala
20267,Recommended,Kadi Rice
20268,Lunch,Dal Makhani
20269,Lunch,Kadhai Paneer
20270,Lunch,Shahi Special Paneer with Kaju Gravy
20271,Lunch,Kadhai Paneer
20272,Lunch,Paneer 69
20273,Lunch,Rajma
20274,Lunch,Veg Paneer Biryani Pack Family
20275,Lunch,Paneer Butter Masala
20276,Lunch,Shahi Paneer
20277,Lunch,Paneer Lababdar
20278,Lunch,Mix Veg
20279,Lunch,Jeera Aloo
20280,Lunch,Chana Masala
20281,Lunch,Veg Fried Rice
20282,Lunch,Rajma
20283,Lunch,Mix Veg
20284,Lunch,Kadi
20285,Lunch,Tadka Dal
20286,Lunch,Kadhi
20287,Lunch,Chana Masala
20288,Lunch,Dal Desi Ghee Tadka
20289,Lunch,Shahi Special Paneer With Kaju Gravy
20290,Breads,Red Sauce Pasta
20291,Breads,Chana Rice
20292,Breads,Chili Paneer Sandwich
20293,Breads,Chana Paneer Bhature 2pieces
20294,Breads,Plain Rice
20295,Breads,Cheese Burger
20296,Breads,Bread Pakora 1piece
20297,Breads,Butter Tawa Roti
20298,Breads,Desi Ghee Tawa Roti
20299,Breads,Chana Samosa 2pieces
20300,Breads,Tawa Missi Desi Ghee Roti
20301,Breads,Samosa 1piece
20302,Breads,Tawa Missi Butter Roti
20303,Breads,Butter Tawa Missi Roti
20304,Breads,Tawa Roti
20305,Breads,Matar Namakpare Khasta 1kg
20306,Breads,Salted Methi 1kg
20307,Breads,Sweet Methi Karvachhuath Spcl 1kg
20308,Breads,Mixed Veg Pakora 1kg
20309,Breads,Soya Chaap Sandwich
20310,Breads,Garlic Veg Sandwich
20311,Breads,Aloo Paneer Sandwich
20312,Breads,Achaari Paneer Sandwich
20313,Breads,Chole Kulcha Lambu Waale
20314,Breads,Cheese Masala Maggi
20315,Breads,Vegetable Soup
20316,Breads,Desi Ghee Tawa Roti
20317,Thali,Thali Express Special Thali
20318,Thali,Lala Ji Ki Special Shahi Thali
20319,Thali,Thali
20320,Thali,Special Thali
20321,Thali,My Budget Thali
20322,Thali,Potato Lovers Thali Own Budget
20323,Thali,Budget Thali 2
20324,Thali,T20 Thali
20325,Breakfast,Dahi
20326,Breakfast,Aloo Paratha
20327,Breakfast,Plain Paratha
20328,Breakfast,Paneer Paratha
20329,Breakfast,Mixed Paratha
20330,Snacks,Chole With 2 Bhature
20331,Snacks,Cheese Masala Maggi
20332,Snacks,Aloo Paneer Sandwich
20333,Snacks,Chana Samosa 2 Pcs
20334,Snacks,Samosa 1 Pc
20335,Snacks,Soya Chaap Sandwich
20336,Snacks,White Sauce Cheese Classic Pasta
20337,Snacks,Paneer Hariyali Momos 10 Pcs
20338,Sweets,Khoya Burfi 1Kg
20339,Meals,Kadi Rice
20340,Meals,Rajma Rice
20341,Meals,Kadhi Rice
20342,Desserts,Mix Mithai Box
20343,Desserts,Cham Cham 1 Kg
20344,Combos,Aloo Paratha Combo
20345,Rice,Plain Rice
20346,Rice,Chana Rice
20347,Recommended,Veg Wrap
20348,Recommended,Paneer Wrap
20349,Recommended,Veggie Burger
20350,Recommended,Cheesy Spicy Burger
20351,Recommended,Maharaja Burger
20352,Recommended,Cheese Corn Burger
20353,Recommended,Tandoori Paneer Burger
20354,Recommended,Strawberry Shake
20355,Recommended,Fresh Garden Mint Mojito
20356,Recommended,Chilli Pizza
20357,Recommended,Onion Pizza 7 inches
20358,Recommended,Tomato Pizza 7 inches
20359,Recommended,Corn and Tomato Pizza 7 Inches
20360,Burgers and Sandwiches,Veggie Burger
20361,Burgers and Sandwiches,Cheesy Spicy Burger
20362,Burgers and Sandwiches,Hungerz 5 Star Burger
20363,Burgers and Sandwiches,Paneer Patty Burger
20364,Burgers and Sandwiches,Maharaja Burger
20365,Burgers and Sandwiches,Cheese Corn Burger
20366,Burgers and Sandwiches,Kids Burger
20367,Burgers and Sandwiches,Pizza Burger
20368,Burgers and Sandwiches,Tandoori Paneer Burger
20369,Burgers and Sandwiches,Pineapple Burger
20370,Burgers and Sandwiches,Kadhai Paneer Burger
20371,99 Store,Veggie Burger Combo Serves 1
20372,99 Store,Aloo Tikki Burger Combo Serves 1
20373,99 Store,Aloo Tikki Burger Combo Serves 1
20374,Recommended,Chilli Garlic Noodles
20375,Recommended,Hakka Noodles
20376,Recommended,Plain Dosa
20377,Recommended,Paneer Dosa
20378,Recommended,Onion Dosa
20379,Recommended,Paneer Bullets
20380,Recommended,Aloo Tikki Burger
20381,Recommended,Veg Soup
20382,Recommended,Plain Curd
20383,Combos,Noodles with Chilli Paneer Spicy
20384,Thali,Veg Thali
20385,Thali,Veg Special Thali
20386,Thali,Chinese Thali
20387,Noodles,Cheese Noodles
20388,Combos ,Fried Rice with Chilli Paneer
20389,Combos ,Noodles with Manchurian
20390,Combos ,Fried Rice with Manchurian
20391,Combos ,Dal Rice
20392,Combos ,Rajma Rice
20393,Combos ,Chana Rice
20394,South Indian,Masala Dosa Chef Spl
20395,South Indian,Onion Dosa
20396,South Indian,Idli Sambar Chef Spl
20397,South Indian,Vada Sambar
20398,South Indian,Onion Uttapam
20399,South Indian,Onion Tomato Uttapam
20400,South Indian,Mix Veg Uttapam
20401,Starters,Manchurian Dry
20402,Starters,Gobi Manchurian Dry
20403,Starters,Chilli Gobi Dry
20404,Starters,Chilli Paneer Dry
20405,Starters,Chilli Mushroom Dry
